Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006,SE_T02A_001,SE_T02A_002,SE_T02A_003,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T055_001,SE_T055_002,SE_T055_003,SE_T055_004,SE_T055_005,SE_T055_006,SE_T055_007,SE_T055_008,SE_T055_009,SE_T055_010,SE_T055_011,SE_T055_012,SE_T055_013,SE_T055_014,SE_T055_015,SE_T055_016,SE_T055_017,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,SE_T056_018,SE_T056_019,SE_T056_020,SE_T056_021,SE_T056_022,SE_T056_023,SE_T056_024,SE_T056_025,SE_T056_026,SE_T056_027,SE_T056_028,SE_T056_029,SE_T056_030,SE_T056_031,SE_T057_001,SE_T057_002,SE_T057_003,SE_T057_004,SE_T057_005,SE_T057_006,SE_T057_007,SE_T057_008,SE_T057_009,SE_T057_010,SE_T057_011,SE_T057_012,SE_T057_013,SE_T057_014,SE_T057_015,SE_T057_016,SE_T057_017,SE_T057_018,SE_T057_019,SE_T057_020,SE_T057_021,SE_T057_022
"Census Tract 9515","Census Tract 9515, Orleans County, Vermont","50019951500","140","00","50","019","16",,"951500",2562,2562,817.0814,3.13555043498271,4.231198,3.13555,1.095648,2562,2462,19,21,14,0,10,36,2562,2523,2436,17,20,12,0,3,35,39,26,2,1,2,0,7,1,2562,2523,39,12,13,1,1,1,0,0,0,0,1,0,0,5,0,0,0,0,5,0,0,0,0,0,6,1,0,0,5,14,4,0,0,0,0,3,3,0,0,0,1,2,0,0,1,0,0,0,0,0,0
"Census Tract 9516","Census Tract 9516, Orleans County, Vermont","50019951600","140","00","50","019","16",,"951600",4313,4313,28.48715,151.401572516938,153.7332,151.4016,2.331609,4313,4222,8,14,10,0,12,47,4313,4284,4207,8,14,10,0,0,45,29,15,0,0,0,0,12,2,4313,4284,29,21,1,3,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,10,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,1,0,0
"Census Tract 9517","Census Tract 9517, Orleans County, Vermont","50019951700","140","00","50","019","16",,"951700",4189,4189,24.1118,173.732387949288,175.0885,173.7324,1.356136,4189,4029,23,12,17,2,32,74,4189,4128,3999,22,11,17,2,10,67,61,30,1,1,0,0,22,7,4189,4128,61,36,5,3,0,1,0,0,0,1,0,0,0,7,1,0,1,1,0,0,4,0,0,0,9,6,1,0,2,15,2,0,0,0,0,0,3,0,0,2,3,0,0,1,0,0,0,1,0,0,3
"Census Tract 9518","Census Tract 9518, Orleans County, Vermont","50019951800","140","00","50","019","16",,"951800",2810,2810,64.96486,43.2541556177094,44.87878,43.25415,1.624628,2810,2703,23,7,16,0,0,61,2810,2786,2691,22,5,16,0,0,52,24,12,1,2,0,0,0,9,2810,2786,24,2,14,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,2,16,4,0,0,0,0,7,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Census Tract 9519","Census Tract 9519, Orleans County, Vermont","50019951900","140","00","50","019","16",,"951900",2424,2424,27.22389,89.0394488314232,93.51478,89.03945,4.475332,2424,2351,5,18,3,1,9,37,2424,2398,2341,3,18,3,1,0,32,26,10,2,0,0,0,9,5,2424,2398,26,10,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Census Tract 9520","Census Tract 9520, Orleans County, Vermont","50019952000","140","00","50","019","16",,"952000",1884,1884,25.03292,75.2609077725457,77.99771,75.26091,2.736802,1884,1834,11,3,3,0,1,32,1884,1867,1822,11,2,3,0,0,29,17,12,0,1,0,0,1,3,1884,1867,17,3,2,4,2,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 9621","Census Tract 9621, Rutland County, Vermont","50021962100","140","00","50","021","17",,"962100",1804,1804,19.40418,92.9696539134544,94.25967,92.96965,1.29001,1804,1767,3,3,16,0,6,9,1804,1777,1746,3,3,16,0,0,9,27,21,0,0,0,0,6,0,1804,1777,27,2,15,0,1,1,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,2,2,0,1,16,4,0,0,0,0,5,1,0,0,1,4,0,0,0,0,0,0,0,0,0,1
"Census Tract 9622","Census Tract 9622, Rutland County, Vermont","50021962200","140","00","50","021","17",,"962200",3966,3966,99.34386,39.9219455843039,40.13725,39.92195,0.2152979,3966,3876,11,10,21,0,2,46,3966,3940,3854,10,10,21,0,1,44,26,22,1,0,0,0,1,2,3966,3940,26,10,10,1,1,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,20,2,0,0,0,0,10,0,0,0,1,3,1,1,0,0,0,0,2,0,0,0
"Census Tract 9623","Census Tract 9623, Rutland County, Vermont","50021962300","140","00","50","021","17",,"962300",2586,2586,21.41765,120.741526215565,125.0495,120.7415,4.307951,2586,2525,11,8,3,1,1,37,2586,2567,2509,10,7,3,1,0,37,19,16,1,1,0,0,1,0,2586,2567,19,2,7,4,0,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 9624","Census Tract 9624, Rutland County, Vermont","50021962400","140","00","50","021","17",,"962400",2991,2991,69.0215,43.3343258733245,43.5827,43.33433,0.2483764,2991,2904,11,19,16,0,2,39,2991,2968,2886,11,17,16,0,1,37,23,18,0,2,0,0,1,2,2991,2968,23,4,10,0,0,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,5,0,5,0,0,16,5,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,3,0,0
"Census Tract 9625","Census Tract 9625, Rutland County, Vermont","50021962500","140","00","50","021","17",,"962500",1741,1741,234.2492,7.43225451237612,7.598076,7.432254,0.165822,1741,1710,2,0,1,2,1,25,1741,1729,1700,2,0,1,2,0,24,12,10,0,0,0,0,1,1,1741,1729,12,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 9626","Census Tract 9626, Rutland County, Vermont","50021962600","140","00","50","021","17",,"962600",2326,2326,129.7335,17.9290591307759,17.98285,17.92906,0.0537933,2326,2260,19,8,12,0,3,24,2326,2307,2246,19,8,12,0,0,22,19,14,0,0,0,0,3,2,2326,2307,19,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,12,0,0,0,0,0,8,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"Census Tract 9627","Census Tract 9627, Rutland County, Vermont","50021962700","140","00","50","021","17",,"962700",4054,4054,211.5085,19.1670787663881,19.3357,19.16708,0.1686174,4054,3968,16,5,32,1,6,26,4054,4017,3941,16,5,32,0,0,23,37,27,0,0,0,1,6,3,4054,4017,37,10,9,1,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,11,4,1,0,6,32,17,0,0,0,0,7,1,0,0,0,2,0,0,0,4,0,0,1,0,0,0
"Census Tract 9628","Census Tract 9628, Rutland County, Vermont","50021962800","140","00","50","021","17",,"962800",2926,2926,21.73829,134.601198152269,135.1158,134.6012,0.5145549,2926,2832,13,9,27,0,8,37,2926,2894,2805,13,7,27,0,7,35,32,27,0,2,0,0,1,2,2926,2894,32,10,10,0,0,2,0,0,0,0,0,2,0,8,2,1,0,4,0,0,0,1,0,0,2,2,0,0,0,27,7,0,0,0,0,5,3,0,0,0,4,0,0,0,0,0,0,3,0,0,5
"Census Tract 9630","Census Tract 9630, Rutland County, Vermont","50021963000","140","00","50","021","17",,"963000",4371,4371,2475.291,1.76585296920295,1.775236,1.765853,0.009383441,4371,4234,23,5,49,0,10,50,4371,4324,4203,19,5,49,0,3,45,47,31,4,0,0,0,7,5,4371,4324,47,21,7,3,0,2,0,2,0,0,0,0,0,6,1,0,0,0,2,0,1,0,2,0,8,1,2,0,5,48,1,0,0,0,0,29,1,0,0,5,4,0,0,0,0,0,0,3,5,0,0
"Census Tract 9631","Census Tract 9631, Rutland County, Vermont","50021963100","140","00","50","021","17",,"963100",3408,3408,6506.467,0.523786596694657,0.5237866,0.5237866,0,3408,3226,40,17,22,2,20,81,3408,3350,3200,38,13,22,2,1,74,58,26,2,4,0,0,19,7,3408,3350,58,9,25,1,0,0,0,0,0,0,0,0,0,15,0,0,12,1,0,2,0,0,0,0,8,0,0,0,8,22,2,1,0,0,0,7,4,0,0,2,3,0,0,3,0,0,0,0,0,0,0
"Census Tract 9632","Census Tract 9632, Rutland County, Vermont","50021963200","140","00","50","021","17",,"963200",3174,3174,1373.479,2.31091997337439,2.377881,2.31092,0.06696093,3174,3021,29,12,17,1,13,81,3174,3116,2984,28,11,17,1,1,74,58,37,1,1,0,0,12,7,3174,3116,58,14,23,0,6,6,0,1,0,2,1,2,0,2,0,0,0,2,0,0,0,0,0,0,7,2,1,0,4,16,6,0,0,0,0,0,3,0,0,5,2,0,0,0,0,0,0,0,0,0,0
"Census Tract 9633","Census Tract 9633, Rutland County, Vermont","50021963300","140","00","50","021","17",,"963300",5542,5542,1874.708,2.9561936194299,3.006046,2.956194,0.04985236,5542,5341,43,18,39,1,20,80,5542,5455,5283,43,16,39,1,6,67,87,58,0,2,0,0,14,13,5542,5455,87,6,39,2,3,10,2,4,0,0,0,4,0,15,1,0,0,7,0,0,6,0,0,1,12,8,0,1,3,39,2,0,0,0,1,16,11,0,0,2,6,0,0,0,0,0,0,1,0,0,0
"Census Tract 9634","Census Tract 9634, Rutland County, Vermont","50021963400","140","00","50","021","17",,"963400",2571,2571,82.12009,31.3078052871287,31.52294,31.30781,0.2151334,2571,2497,11,3,29,0,2,29,2571,2561,2490,10,3,29,0,1,28,10,7,1,0,0,0,1,1,2571,2561,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,4,29,0,0,0,0,0,2,19,0,0,1,5,0,0,0,0,0,0,0,2,0,0
"Census Tract 9635","Census Tract 9635, Rutland County, Vermont","50021963500","140","00","50","021","17",,"963500",1790,1790,24.30975,73.632995982993,73.81804,73.633,0.1850395,1790,1745,8,7,6,0,1,23,1790,1781,1741,8,7,6,0,0,19,9,4,0,0,0,0,1,4,1790,1781,9,2,2,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"Census Tract 9636","Census Tract 9636, Rutland County, Vermont","50021963600","140","00","50","021","17",,"963600",4717,4717,121.2689,38.8970327275648,42.34724,38.89703,3.450212,4717,4614,21,7,24,0,14,37,4717,4657,4572,16,7,24,0,2,36,60,42,5,0,0,0,12,1,4717,4657,60,13,21,4,3,3,0,1,0,0,0,2,0,7,1,0,1,1,0,0,2,0,2,0,9,5,0,0,4,24,4,0,0,0,1,2,7,0,0,2,2,2,0,0,0,1,0,1,1,0,1
"Census Tract 9637","Census Tract 9637, Rutland County, Vermont","50021963700","140","00","50","021","17",,"963700",2734,2734,156.7314,17.4438615159607,18.14704,17.44386,0.7031763,2734,2659,9,5,12,1,14,34,2734,2698,2638,7,5,12,1,1,34,36,21,2,0,0,0,13,0,2734,2698,36,6,19,1,1,2,0,0,0,0,0,2,0,6,2,1,1,2,0,0,0,0,0,0,1,0,1,0,0,12,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
"Census Tract 9638","Census Tract 9638, Rutland County, Vermont","50021963800","140","00","50","021","17",,"963800",4582,4582,70.47551,65.0154919636693,66.94564,65.0155,1.930152,4582,4417,47,8,29,1,20,60,4582,4518,4382,45,7,29,1,1,53,64,35,2,1,0,0,19,7,4582,4518,64,18,20,2,1,4,0,1,1,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,17,8,5,0,4,28,1,0,0,0,0,1,8,0,1,2,10,0,0,1,1,0,0,0,2,0,1
"Census Tract 9640","Census Tract 9640, Rutland County, Vermont","50021964000","140","00","50","021","17",,"964000",3316,3316,36.0073,92.092442127145,93.00352,92.09245,0.9110757,3316,3259,10,2,9,0,1,35,3316,3293,3238,10,2,9,0,0,34,23,21,0,0,0,0,1,1,3316,3293,23,6,5,2,0,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,7,2,2,0,3,8,1,0,0,0,0,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0
"Census Tract 9642","Census Tract 9642, Rutland County, Vermont","50021964200","140","00","50","021","17",,"964200",1566,1566,18.40429,85.0888575545524,85.35468,85.08886,0.2658209,1566,1543,0,2,3,0,2,16,1566,1556,1533,0,2,3,0,2,16,10,10,0,0,0,0,0,0,1566,1556,10,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,1,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 9643","Census Tract 9643, Rutland County, Vermont","50021964300","140","00","50","021","17",,"964300",1477,1477,34.59945,42.6885344642523,42.89658,42.68853,0.2080469,1477,1431,7,2,3,0,4,30,1477,1453,1418,7,0,3,0,2,23,24,13,0,2,0,0,2,7,1477,1453,24,4,4,1,0,2,0,2,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,10,5,0,0,5,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Census Tract 9540","Census Tract 9540, Washington County, Vermont","50023954000","140","00","50","023","17",,"954000",4264,4264,42.12291,101.227576343983,103.0046,101.2276,1.777039,4264,4111,28,18,14,0,6,87,4264,4219,4080,25,14,13,0,5,82,45,31,3,4,1,0,1,5,4264,4219,45,19,11,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12,4,1,0,7,14,2,0,0,0,0,1,2,0,0,3,3,0,0,1,0,0,0,0,2,0,0
"Census Tract 9541","Census Tract 9541, Washington County, Vermont","50023954100","140","00","50","023","17",,"954100",2513,2513,33.30477,75.4546507551386,77.65955,75.45465,2.204892,2513,2439,11,7,20,0,2,34,2513,2491,2423,10,5,20,0,2,31,22,16,1,2,0,0,0,3,2513,2491,22,5,6,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,6,0,0,2,18,1,0,0,0,0,2,1,0,0,1,5,0,0,0,0,0,0,3,4,0,1
"Census Tract 9542","Census Tract 9542, Washington County, Vermont","50023954200","140","00","50","023","17",,"954200",2729,2729,34.88253,78.2339933621314,78.70409,78.23399,0.4700987,2729,2636,19,11,13,0,5,45,2729,2707,2621,18,10,13,0,4,41,22,15,1,1,0,0,1,4,2729,2707,22,7,8,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,13,1,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0
"Census Tract 9543","Census Tract 9543, Washington County, Vermont","50023954300","140","00","50","023","17",,"954300",5064,5064,104.9851,48.2354234845876,49.75626,48.23542,1.520834,5064,4889,20,11,47,2,16,79,5064,5015,4856,20,9,47,2,9,72,49,33,0,2,0,0,7,7,5064,5015,49,17,7,2,1,7,2,0,0,1,4,0,0,9,1,0,3,1,2,0,2,0,0,0,6,5,0,0,1,47,14,0,0,0,0,12,5,0,0,2,13,0,0,0,0,0,0,1,0,0,0
"Census Tract 9544","Census Tract 9544, Washington County, Vermont","50023954400","140","00","50","023","17",,"954400",2995,2995,36.16348,82.8183605483886,83.30972,82.81836,0.4913525,2995,2902,12,7,28,0,11,35,2995,2954,2873,12,6,28,0,2,33,41,29,0,1,0,0,9,2,2995,2954,41,16,10,0,0,4,0,4,0,0,0,0,0,5,0,0,0,2,0,2,0,0,1,0,6,2,1,0,3,28,3,0,0,0,2,7,6,0,0,2,7,0,0,0,0,0,0,0,0,1,0
"Census Tract 9545","Census Tract 9545, Washington County, Vermont","50023954500","140","00","50","023","17",,"954500",2887,2887,79.58868,36.2739997250953,36.94378,36.274,0.6697761,2887,2802,13,4,11,1,9,47,2887,2841,2770,13,3,11,1,2,41,46,32,0,1,0,0,7,6,2887,2841,46,15,11,1,0,1,0,0,0,0,1,0,0,4,0,0,0,4,0,0,0,0,0,0,14,7,4,0,3,11,0,0,0,0,0,2,3,0,0,0,5,0,1,0,0,0,0,0,0,0,0
"Census Tract 9546","Census Tract 9546, Washington County, Vermont","50023954600","140","00","50","023","17",,"954600",2221,2221,634.7585,3.49896833498842,3.571084,3.498968,0.07211539,2221,2082,13,8,45,0,11,62,2221,2178,2056,12,4,45,0,3,58,43,26,1,4,0,0,8,4,2221,2178,43,8,13,2,1,4,0,1,1,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,13,8,4,0,1,44,17,0,0,0,2,7,3,0,0,1,6,0,0,1,0,0,0,5,2,0,0
"Census Tract 9547","Census Tract 9547, Washington County, Vermont","50023954700","140","00","50","023","17",,"954700",1505,1505,385.6191,3.90281460763525,3.96485,3.902815,0.06203542,1505,1401,23,1,46,1,0,33,1505,1472,1376,21,1,45,1,0,28,33,25,2,0,1,0,0,5,1505,1472,33,8,5,0,1,1,0,0,1,0,0,0,0,11,1,0,0,8,0,0,0,0,2,0,7,5,2,0,0,46,10,0,0,0,0,25,1,0,0,0,5,1,0,0,0,0,0,1,2,0,1
"Census Tract 9548","Census Tract 9548, Washington County, Vermont","50023954800","140","00","50","023","17",,"954800",2239,2239,6075.357,0.368538000948267,0.3760241,0.368538,0.007486135,2239,2081,25,11,48,0,17,57,2239,2178,2038,24,10,47,0,5,54,61,43,1,1,1,0,12,3,2239,2178,61,9,7,7,3,5,1,3,1,0,0,0,0,7,2,0,0,2,2,0,1,0,0,0,23,10,3,0,10,48,17,0,0,0,0,18,0,0,0,2,7,0,0,0,2,0,0,0,1,0,1
"Census Tract 9549","Census Tract 9549, Washington County, Vermont","50023954900","140","00","50","023","17",,"954900",1890,1890,827.1144,2.28505267205871,2.337073,2.285053,0.05201993,1890,1798,18,3,32,1,6,32,1890,1861,1779,17,3,31,1,1,29,29,19,1,0,1,0,5,3,1890,1861,29,3,7,0,1,4,0,0,0,3,0,1,0,4,3,0,0,0,0,0,1,0,0,0,10,7,0,0,3,32,24,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Census Tract 9550","Census Tract 9550, Washington County, Vermont","50023955000","140","00","50","023","17",,"955000",2576,2576,80.83899,31.865812505695,32.11686,31.86581,0.2510444,2576,2488,18,8,13,0,6,43,2576,2535,2454,18,8,13,0,0,42,41,34,0,0,0,0,6,1,2576,2535,41,17,3,1,0,3,1,2,0,0,0,0,0,5,0,0,0,2,0,0,3,0,0,0,12,7,3,0,2,13,3,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"Census Tract 9551","Census Tract 9551, Washington County, Vermont","50023955100","140","00","50","023","17",,"955100",4530,4530,3237.519,1.39921961028391,1.39922,1.39922,0,4530,4334,55,7,22,0,14,98,4530,4410,4248,47,5,22,0,3,85,120,86,8,2,0,0,11,13,4530,4410,120,32,41,5,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,19,5,0,14,22,0,0,0,0,0,5,3,0,0,4,2,0,0,0,0,0,0,0,6,0,2
"Census Tract 9552","Census Tract 9552, Washington County, Vermont","50023955200","140","00","50","023","17",,"955200",4522,4522,1776.038,2.54611642988307,2.578322,2.546116,0.03220594,4522,4288,62,13,55,1,18,85,4522,4430,4220,61,12,55,1,3,78,92,68,1,1,0,0,15,7,4522,4430,92,16,23,2,1,11,0,2,7,0,1,1,0,3,0,0,0,0,2,0,1,0,0,0,36,16,10,0,10,55,20,0,0,0,1,17,6,0,0,0,1,0,0,0,0,1,0,0,8,0,1
"Census Tract 9553","Census Tract 9553, Washington County, Vermont","50023955300","140","00","50","023","17",,"955300",4054,4054,251.0649,16.1472192149153,16.16596,16.14722,0.01874526,4054,3983,12,6,11,0,11,31,4054,4003,3937,12,6,11,0,7,30,51,46,0,0,0,0,4,1,4054,4003,51,6,4,2,1,4,0,1,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,32,15,13,0,4,11,0,0,0,0,0,2,4,0,0,1,3,0,0,0,0,0,0,1,0,0,0
"Census Tract 9554","Census Tract 9554, Washington County, Vermont","50023955400","140","00","50","023","17",,"955400",3870,3870,268.6001,14.4080343229389,14.55108,14.40803,0.1430431,3870,3774,19,6,8,0,2,61,3870,3804,3715,17,6,8,0,0,58,66,59,2,0,0,0,2,3,3870,3804,66,10,21,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33,15,12,0,6,8,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Census Tract 9555","Census Tract 9555, Washington County, Vermont","50023955500","140","00","50","023","17",,"955500",6898,6898,80.69533,85.4820207661194,85.65916,85.48202,0.1771406,6898,6537,81,18,63,1,40,158,6898,6723,6426,72,15,61,1,5,143,175,111,9,3,2,0,35,15,6898,6723,175,59,38,13,12,8,0,3,1,0,3,1,0,18,2,0,1,4,1,1,5,0,4,0,27,12,4,1,10,62,1,0,0,0,0,27,14,0,0,1,14,0,0,0,0,0,3,1,1,0,0
"Census Tract 9556","Census Tract 9556, Washington County, Vermont","50023955600","140","00","50","023","17",,"955600",1705,1705,42.70344,39.926526300508,39.97627,39.92653,0.04974231,1705,1655,6,5,6,2,5,26,1705,1681,1637,6,4,6,2,2,24,24,18,0,1,0,0,3,2,1705,1681,24,6,7,0,0,1,0,0,0,1,0,0,0,7,5,0,0,0,1,0,1,0,0,0,3,2,0,0,1,6,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
"Census Tract 9557","Census Tract 9557, Washington County, Vermont","50023955700","140","00","50","023","17",,"955700",1719,1719,64.34026,26.7173315088719,26.89911,26.71733,0.181773,1719,1668,4,6,15,1,6,19,1719,1699,1654,4,5,14,1,3,18,20,14,0,1,1,0,3,1,1719,1699,20,6,2,3,0,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,4,15,1,0,0,0,0,6,3,0,0,1,3,0,0,0,0,0,0,0,1,0,0
"Census Tract 9558","Census Tract 9558, Washington County, Vermont","50023955800","140","00","50","023","17",,"955800",1353,1353,37.1278,36.4416916217372,36.45082,36.44169,0.009129,1353,1324,2,1,5,1,0,20,1353,1338,1310,2,0,5,1,0,20,15,14,0,1,0,0,0,0,1353,1338,15,3,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,7,3,3,0,1,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Census Tract 9670","Census Tract 9670, Windham County, Vermont","50025967000","140","00","50","025","16",,"967000",3251,3251,954.1051,3.40738142416104,3.654278,3.407382,0.2468969,3251,3080,26,11,22,6,10,96,3251,3191,3041,25,11,22,6,2,84,60,39,1,0,0,0,8,12,3251,3191,60,22,22,2,1,3,0,0,3,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,6,4,0,0,2,22,1,0,0,0,0,10,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0
"Census Tract 9671","Census Tract 9671, Windham County, Vermont","50025967100","140","00","50","025","16",,"967100",2031,2031,53.40873,38.0274904748593,38.57095,38.02749,0.5434535,2031,1945,6,1,16,0,14,49,2031,1998,1930,6,1,16,0,1,44,33,15,0,0,0,0,13,5,2031,1998,33,6,4,6,0,1,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,4,0,11,9,1,0,1,16,0,0,0,0,3,8,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0
"Census Tract 9672","Census Tract 9672, Windham County, Vermont","50025967200","140","00","50","025","16",,"967200",3302,3302,24.94495,132.371504423959,133.1512,132.3715,0.7797465,3302,3203,16,6,20,0,5,52,3302,3260,3177,13,5,20,0,1,44,42,26,3,1,0,0,4,8,3302,3260,42,11,15,3,1,2,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,4,0,5,20,1,0,0,0,0,3,3,0,0,4,2,0,0,0,0,0,0,3,2,2,0
"Census Tract 9673","Census Tract 9673, Windham County, Vermont","50025967300","140","00","50","025","16",,"967300",1769,1769,49.98648,35.3895693725222,35.89632,35.38957,0.5067526,1769,1733,6,1,13,0,0,16,1769,1751,1718,6,1,12,0,0,14,18,15,0,0,1,0,0,2,1769,1751,18,0,4,2,0,0,0,0,0,0,0,0,0,12,0,0,0,4,7,0,0,0,1,0,0,0,0,0,0,12,2,0,0,0,2,2,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0
"Census Tract 9674","Census Tract 9674, Windham County, Vermont","50025967400","140","00","50","025","16",,"967400",1035,1035,21.15224,48.9309850084247,49.46404,48.93098,0.5330507,1035,986,6,6,4,0,3,30,1035,1018,973,6,6,4,0,2,27,17,13,0,0,0,0,1,3,1035,1018,17,6,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4,1,0,0,3,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 9675","Census Tract 9675, Windham County, Vermont","50025967500","140","00","50","025","16",,"967500",1119,1119,11.05774,101.196113649947,104.2476,101.1961,3.05145,1119,1094,11,1,0,2,0,11,1119,1114,1089,11,1,0,2,0,11,5,5,0,0,0,0,0,0,1119,1114,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 9676","Census Tract 9676, Windham County, Vermont","50025967600","140","00","50","025","16",,"967600",3178,3178,69.32805,45.8400332356752,46.09352,45.84003,0.253483,3178,3051,16,17,21,0,14,59,3178,3129,3019,13,17,21,0,3,56,49,32,3,0,0,0,11,3,3178,3129,49,8,15,6,2,7,0,2,0,0,1,4,0,2,0,0,1,0,0,0,0,0,1,0,9,2,3,0,4,21,4,0,0,1,0,5,1,0,0,6,0,0,0,1,0,0,0,3,0,0,0
"Census Tract 9677","Census Tract 9677, Windham County, Vermont","50025967700","140","00","50","025","16",,"967700",2702,2702,100.9767,26.7586413527785,26.82985,26.75864,0.07121114,2702,2568,40,4,16,2,17,55,2702,2625,2514,37,4,16,2,4,48,77,54,3,0,0,0,13,7,2702,2625,77,29,9,3,3,8,0,3,0,0,0,5,0,7,0,0,1,3,0,3,0,0,0,0,18,9,6,0,3,16,0,0,0,0,1,5,1,0,0,1,4,1,0,0,2,0,0,0,1,0,0
